chunk_id,company,report_type,year,pdf_filename,chunk_index,page_start,page_end,section_title,token_count_estimate,word_count,char_count,citation,pdf_path,final_url
airbus::Airbus_Annual_Report_2024::0241,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,241,95,95,"3.1.3 Legal, regulatory and",391,332,2172,Airbus | Airbus_Annual_Report_2024.pdf | page 95,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0242,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,242,95,95,"3.1.3 Legal, regulatory and",317,277,1890,Airbus | Airbus_Annual_Report_2024.pdf | page 95,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0243,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,243,95,95,"3.1.3 Legal, regulatory and",348,304,2093,Airbus | Airbus_Annual_Report_2024.pdf | page 95,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0244,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,244,95,95,"3.1.3 Legal, regulatory and",411,360,2441,Airbus | Airbus_Annual_Report_2024.pdf | page 95,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0245,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,245,95,95,"3.1.3 Legal, regulatory and",385,338,2276,Airbus | Airbus_Annual_Report_2024.pdf | page 95,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0246,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,246,95,96,"3.1.3 Legal, regulatory and",439,373,2567,Airbus | Airbus_Annual_Report_2024.pdf | pages 95-96,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0247,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,247,95,96,"3.1.3 Legal, regulatory and",483,409,2795,Airbus | Airbus_Annual_Report_2024.pdf | pages 95-96,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0248,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,248,96,96,"3.1.3 Legal, regulatory and",237,205,1380,Airbus | Airbus_Annual_Report_2024.pdf | page 96,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0249,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,249,96,96,"3.1.3 Legal, regulatory and",272,229,1482,Airbus | Airbus_Annual_Report_2024.pdf | page 96,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0250,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,250,96,96,"3.1.3 Legal, regulatory and",311,274,1702,Airbus | Airbus_Annual_Report_2024.pdf | page 96,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0251,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,251,96,97,"3.1.3 Legal, regulatory and",477,406,2750,Airbus | Airbus_Annual_Report_2024.pdf | pages 96-97,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0252,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,252,96,97,"3.1.3 Legal, regulatory and",418,348,2403,Airbus | Airbus_Annual_Report_2024.pdf | pages 96-97,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0253,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,253,97,97,"3.1.4 Environment, human rights, and",484,406,2652,Airbus | Airbus_Annual_Report_2024.pdf | page 97,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0254,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,254,97,97,"3.1.4 Environment, human rights, and",431,377,2510,Airbus | Airbus_Annual_Report_2024.pdf | page 97,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0255,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,255,97,97,"3.1.4 Environment, human rights, and",447,393,2740,Airbus | Airbus_Annual_Report_2024.pdf | page 97,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0256,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,256,97,98,"3.1.4 Environment, human rights, and",390,335,2389,Airbus | Airbus_Annual_Report_2024.pdf | pages 97-98,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0257,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,257,98,98,"3.1.4 Environment, human rights, and",451,384,2619,Airbus | Airbus_Annual_Report_2024.pdf | page 98,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0258,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,258,98,98,"3.1.4 Environment, human rights, and",497,399,2776,Airbus | Airbus_Annual_Report_2024.pdf | page 98,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0259,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,259,98,99,"3.1.4 Environment, human rights, and",482,413,2531,Airbus | Airbus_Annual_Report_2024.pdf | pages 98-99,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0260,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,260,99,99,"3.1.4 Environment, human rights, and",262,233,1562,Airbus | Airbus_Annual_Report_2024.pdf | page 99,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0261,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,261,99,100,"3.1.4 Environment, human rights, and",412,362,2462,Airbus | Airbus_Annual_Report_2024.pdf | pages 99-100,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0262,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,262,100,100,3.2 Enterprise Risk Management System,481,393,2708,Airbus | Airbus_Annual_Report_2024.pdf | page 100,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0263,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,263,100,100,3.2 Enterprise Risk Management System,433,348,2343,Airbus | Airbus_Annual_Report_2024.pdf | page 100,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0264,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,264,100,101,3.2 Enterprise Risk Management System,477,382,2660,Airbus | Airbus_Annual_Report_2024.pdf | pages 100-101,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0265,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,265,101,101,3.2.3 ERM effectiveness,495,425,2831,Airbus | Airbus_Annual_Report_2024.pdf | page 101,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0266,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,266,101,102,3.2.3 ERM effectiveness,433,364,2557,Airbus | Airbus_Annual_Report_2024.pdf | pages 101-102,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0267,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,267,102,103,3.3 Insurance,396,340,2340,Airbus | Airbus_Annual_Report_2024.pdf | pages 102-103,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0268,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,268,102,103,3.3 Insurance,302,259,1770,Airbus | Airbus_Annual_Report_2024.pdf | pages 102-103,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0269,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,269,103,106,3.4 Internal Control,498,412,2850,Airbus | Airbus_Annual_Report_2024.pdf | pages 103-106,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0270,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,270,104,107,3.5 Internal Audit,500,401,2510,Airbus | Airbus_Annual_Report_2024.pdf | pages 104-107,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0271,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,271,107,107,4.1 Description of the Share Capital,376,319,1853,Airbus | Airbus_Annual_Report_2024.pdf | page 107,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0272,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,272,107,107,4.1 Description of the Share Capital,489,404,2502,Airbus | Airbus_Annual_Report_2024.pdf | page 107,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0273,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,273,107,107,4.1 Description of the Share Capital,474,402,2486,Airbus | Airbus_Annual_Report_2024.pdf | page 107,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0274,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,274,107,108,4.1 Description of the Share Capital,491,366,2263,Airbus | Airbus_Annual_Report_2024.pdf | pages 107-108,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0275,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,275,108,109,4.2 Shareholding and Voting Rights,485,380,2363,Airbus | Airbus_Annual_Report_2024.pdf | pages 108-109,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0276,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,276,109,109,4.2.2 Right to attend shareholders’,488,444,2634,Airbus | Airbus_Annual_Report_2024.pdf | page 109,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0277,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,277,109,109,4.2.2 Right to attend shareholders’,289,248,1559,Airbus | Airbus_Annual_Report_2024.pdf | page 109,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0278,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,278,109,109,4.2.2 Right to attend shareholders’,481,414,2560,Airbus | Airbus_Annual_Report_2024.pdf | page 109,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0279,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,279,109,109,4.2.2 Right to attend shareholders’,447,392,2384,Airbus | Airbus_Annual_Report_2024.pdf | page 109,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0280,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,280,109,110,4.2.2 Right to attend shareholders’,473,418,2497,Airbus | Airbus_Annual_Report_2024.pdf | pages 109-110,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0281,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,281,110,110,4.2.3 Disclosure of Holdings,291,264,1613,Airbus | Airbus_Annual_Report_2024.pdf | page 110,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0282,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,282,110,110,4.2.3 Disclosure of Holdings,495,417,2580,Airbus | Airbus_Annual_Report_2024.pdf | page 110,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0283,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,283,110,110,4.2.3 Disclosure of Holdings,472,378,2292,Airbus | Airbus_Annual_Report_2024.pdf | page 110,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0284,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,284,110,110,4.2.3 Disclosure of Holdings,490,401,2454,Airbus | Airbus_Annual_Report_2024.pdf | page 110,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0285,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,285,110,111,4.2.3 Disclosure of Holdings,499,424,2708,Airbus | Airbus_Annual_Report_2024.pdf | pages 110-111,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0286,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,286,111,111,4.2.4 Mandatory disposal,477,406,2721,Airbus | Airbus_Annual_Report_2024.pdf | page 111,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0287,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,287,111,111,4.2.4 Mandatory disposal,406,345,2212,Airbus | Airbus_Annual_Report_2024.pdf | page 111,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0288,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,288,111,111,4.2.4 Mandatory disposal,496,439,2702,Airbus | Airbus_Annual_Report_2024.pdf | page 111,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0289,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,289,111,112,4.2.4 Mandatory disposal,492,428,2655,Airbus | Airbus_Annual_Report_2024.pdf | pages 111-112,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0290,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,290,112,112,4.2.4.2 Exemptions from mandatory,438,362,2231,Airbus | Airbus_Annual_Report_2024.pdf | page 112,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0291,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,291,112,112,4.2.4.2 Exemptions from mandatory,458,383,2382,Airbus | Airbus_Annual_Report_2024.pdf | page 112,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0292,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,292,112,113,4.2.4.2 Exemptions from mandatory,477,412,2650,Airbus | Airbus_Annual_Report_2024.pdf | pages 112-113,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0293,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,293,113,113,4.2.4.2 Exemptions from mandatory,383,329,2117,Airbus | Airbus_Annual_Report_2024.pdf | page 113,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0294,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,294,113,113,4.2.4.2 Exemptions from mandatory,476,426,2644,Airbus | Airbus_Annual_Report_2024.pdf | page 113,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0295,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,295,113,113,4.2.4.2 Exemptions from mandatory,435,390,2493,Airbus | Airbus_Annual_Report_2024.pdf | page 113,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0296,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,296,113,114,4.2.4.2 Exemptions from mandatory,485,426,2691,Airbus | Airbus_Annual_Report_2024.pdf | pages 113-114,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0297,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,297,114,114,4.2.7.2 Undertakings with respect to interests of,472,418,2594,Airbus | Airbus_Annual_Report_2024.pdf | page 114,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0298,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,298,114,114,4.2.7.2 Undertakings with respect to interests of,442,383,2337,Airbus | Airbus_Annual_Report_2024.pdf | page 114,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0299,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,299,114,115,4.2.7.2 Undertakings with respect to interests of,467,398,2413,Airbus | Airbus_Annual_Report_2024.pdf | pages 114-115,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0300,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,300,114,115,4.2.7.2 Undertakings with respect to interests of,369,323,2005,Airbus | Airbus_Annual_Report_2024.pdf | pages 114-115,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0301,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,301,115,115,4.2.8 Purchase by the Company of its,499,428,2675,Airbus | Airbus_Annual_Report_2024.pdf | page 115,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0302,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,302,115,115,4.2.8 Purchase by the Company of its,477,401,2556,Airbus | Airbus_Annual_Report_2024.pdf | page 115,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0303,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,303,115,117,4.2.8 Purchase by the Company of its,474,374,2374,Airbus | Airbus_Annual_Report_2024.pdf | pages 115-117,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0304,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,304,116,117,4.2.8.4 German Regulations,426,332,2139,Airbus | Airbus_Annual_Report_2024.pdf | pages 116-117,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0305,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,305,117,117,4.3 Share Price Performance 2024,403,336,2164,Airbus | Airbus_Annual_Report_2024.pdf | page 117,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0306,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,306,117,118,4.3 Share Price Performance 2024,474,396,2560,Airbus | Airbus_Annual_Report_2024.pdf | pages 117-118,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0307,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,307,118,119,4.4 Dividends,449,379,2288,Airbus | Airbus_Annual_Report_2024.pdf | pages 118-119,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0308,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,308,119,119,4.5 Taxation,452,377,2290,Airbus | Airbus_Annual_Report_2024.pdf | page 119,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0309,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,309,119,119,4.5 Taxation,498,433,2743,Airbus | Airbus_Annual_Report_2024.pdf | page 119,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
airbus::Airbus_Annual_Report_2024::0310,Airbus,annual_report,2024,Airbus_Annual_Report_2024.pdf,310,119,119,4.5 Taxation,387,332,2085,Airbus | Airbus_Annual_Report_2024.pdf | page 119,data/raw_pdfs/airbus/Airbus_Annual_Report_2024.pdf,https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf
